Title:,"Time Series, Area-Averaged of Merged satellite-gauge precipitation estimate - Final Run (recommended for general use) monthly 0.1 (monthly)"
User Start Date:,2003-12-01T00:00:00Z
User End Date:,2023-12-31T23:59:59Z
User Bounding Box:,"-124.9316,36.8,-115.747,42.2872"
Data Bounding Box:,
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2003-12-01T00:00:00Z&endtime=2023-12-31T23:59:59Z&shape=tl_2014_us_state/shp_13&bbox=124.9316W,36.8N,115.747W,42.2872N&data=GPM_3IMERGM_07_precipitation(units%3Dmm%2Fmonth)&portal=GIOVANNI&format=json"
Fill Value (mean_GPM_3IMERGM_07_precipitation):,-9999.9
first,second
time, mean_GPM_3IMERGM_07_precipitation
12/1/03 0:00,244.795303
1/1/04 0:00,102.346924
2/1/04 0:00,202.424561
3/1/04 0:00,38.1111069
4/1/04 0:00,27.7734432
5/1/04 0:00,19.267868
6/1/04 0:00,4.28041744
7/1/04 0:00,2.40500474
8/1/04 0:00,5.25212574
9/1/04 0:00,4.73382568
10/1/04 0:00,116.929337
11/1/04 0:00,58.0420685
12/1/04 0:00,183.451736
1/1/05 0:00,155.21814
2/1/05 0:00,83.435173
3/1/05 0:00,141.84993
4/1/05 0:00,72.9803772
5/1/05 0:00,109.762016
6/1/05 0:00,35.9118996
7/1/05 0:00,1.67993081
8/1/05 0:00,2.73627877
9/1/05 0:00,7.17002964
10/1/05 0:00,27.7799454
11/1/05 0:00,107.591125
12/1/05 0:00,348.404449
1/1/06 0:00,187.955582
2/1/06 0:00,102.544342
3/1/06 0:00,216.161636
4/1/06 0:00,162.137894
5/1/06 0:00,26.8430901
6/1/06 0:00,7.70969725
7/1/06 0:00,3.26278448
8/1/06 0:00,1.95102954
9/1/06 0:00,1.35585701
10/1/06 0:00,13.7903996
11/1/06 0:00,106.583725
12/1/06 0:00,142.823334
1/1/07 0:00,30.7092361
2/1/07 0:00,179.180298
3/1/07 0:00,27.950161
4/1/07 0:00,54.709343
5/1/07 0:00,14.3347769
6/1/07 0:00,6.94950819
7/1/07 0:00,9.21035862
8/1/07 0:00,3.36843634
9/1/07 0:00,12.0792475
10/1/07 0:00,69.3924103
11/1/07 0:00,30.2948971
12/1/07 0:00,121.172455
1/1/08 0:00,236.943649
2/1/08 0:00,93.5155945
3/1/08 0:00,27.6871738
4/1/08 0:00,16.4205685
5/1/08 0:00,17.1582432
6/1/08 0:00,2.48251057
7/1/08 0:00,1.66362667
8/1/08 0:00,2.48339176
9/1/08 0:00,1.59459853
10/1/08 0:00,31.9530125
11/1/08 0:00,84.1595459
12/1/08 0:00,102.809982
1/1/09 0:00,50.8191757
2/1/09 0:00,163.817139
3/1/09 0:00,93.9562531
4/1/09 0:00,25.7686825
5/1/09 0:00,53.8326759
6/1/09 0:00,25.346693
7/1/09 0:00,1.6823827
8/1/09 0:00,4.35790062
9/1/09 0:00,4.18953514
10/1/09 0:00,76.5785599
11/1/09 0:00,45.6871872
12/1/09 0:00,99.8455887
1/1/10 0:00,213.523346
2/1/10 0:00,111.236008
3/1/10 0:00,86.3469543
4/1/10 0:00,129.883575
5/1/10 0:00,47.1218338
6/1/10 0:00,14.5097466
7/1/10 0:00,2.18422103
8/1/10 0:00,3.68255639
9/1/10 0:00,7.78183413
10/1/10 0:00,104.235321
11/1/10 0:00,105.932526
12/1/10 0:00,243.909653
1/1/11 0:00,43.1825104
2/1/11 0:00,104.765366
3/1/11 0:00,239.010574
4/1/11 0:00,48.0819054
5/1/11 0:00,47.390316
6/1/11 0:00,39.3235588
7/1/11 0:00,5.05163956
8/1/11 0:00,2.8295188
9/1/11 0:00,7.33302355
10/1/11 0:00,58.3416443
11/1/11 0:00,74.7477798
12/1/11 0:00,49.5633163
1/1/12 0:00,139.158066
2/1/12 0:00,61.682724
3/1/12 0:00,159.402115
4/1/12 0:00,74.6099014
5/1/12 0:00,13.4528074
6/1/12 0:00,13.0322285
7/1/12 0:00,4.85853577
8/1/12 0:00,4.4755969
9/1/12 0:00,4.34605026
10/1/12 0:00,42.6966934
11/1/12 0:00,147.616013
12/1/12 0:00,191.548706
1/1/13 0:00,68.8840942
2/1/13 0:00,42.7796707
3/1/13 0:00,66.7274628
4/1/13 0:00,38.3512764
5/1/13 0:00,22.6478062
6/1/13 0:00,16.9842854
7/1/13 0:00,4.32127476
8/1/13 0:00,6.27212191
9/1/13 0:00,25.3113632
10/1/13 0:00,17.6961365
11/1/13 0:00,56.283905
12/1/13 0:00,43.1446037
1/1/14 0:00,59.7029648
2/1/14 0:00,151.061966
3/1/14 0:00,104.780197
4/1/14 0:00,37.8772202
5/1/14 0:00,16.828743
6/1/14 0:00,5.13699865
7/1/14 0:00,4.13155508
8/1/14 0:00,9.64838123
9/1/14 0:00,33.3085022
10/1/14 0:00,55.9029961
11/1/14 0:00,79.8412323
12/1/14 0:00,219.484787
1/1/15 0:00,52.8935356
2/1/15 0:00,106.217682
3/1/15 0:00,45.177002
4/1/15 0:00,45.8118172
5/1/15 0:00,24.8896351
6/1/15 0:00,11.0632973
7/1/15 0:00,10.5338745
8/1/15 0:00,5.41639471
9/1/15 0:00,9.13467026
10/1/15 0:00,29.1792488
11/1/15 0:00,82.8916473
12/1/15 0:00,174.950867
1/1/16 0:00,232.12233
2/1/16 0:00,58.0751839
3/1/16 0:00,189.710526
4/1/16 0:00,61.1070442
5/1/16 0:00,27.111969
6/1/16 0:00,18.3353024
7/1/16 0:00,3.42584753
8/1/16 0:00,3.02200055
9/1/16 0:00,5.14723635
10/1/16 0:00,147.080063
11/1/16 0:00,99.5413361
12/1/16 0:00,144.863037
1/1/17 0:00,291.663635
2/1/17 0:00,237.166306
3/1/17 0:00,109.368607
4/1/17 0:00,104.217056
5/1/17 0:00,16.383852
6/1/17 0:00,11.0351191
7/1/17 0:00,1.93872583
8/1/17 0:00,5.3334198
9/1/17 0:00,10.4588842
10/1/17 0:00,22.9927063
11/1/17 0:00,126.452507
12/1/17 0:00,43.8926697
1/1/18 0:00,132.926941
2/1/18 0:00,48.2750206
3/1/18 0:00,145.479446
4/1/18 0:00,87.3081741
5/1/18 0:00,26.3096066
6/1/18 0:00,5.24989223
7/1/18 0:00,8.03747845
8/1/18 0:00,2.84296489
9/1/18 0:00,6.02042198
10/1/18 0:00,27.5018196
11/1/18 0:00,116.323814
12/1/18 0:00,102.612938
1/1/19 0:00,170.746063
2/1/19 0:00,240.209473
3/1/19 0:00,134.658661
4/1/19 0:00,49.6762543
5/1/19 0:00,79.4227448
6/1/19 0:00,5.03541565
7/1/19 0:00,2.02704954
8/1/19 0:00,6.58534098
9/1/19 0:00,21.8695087
10/1/19 0:00,18.3667336
11/1/19 0:00,60.0388794
12/1/19 0:00,159.995041
1/1/20 0:00,100.73024
2/1/20 0:00,45.6169701
3/1/20 0:00,87.7275543
4/1/20 0:00,48.6167336
5/1/20 0:00,48.7714119
6/1/20 0:00,8.98729897
7/1/20 0:00,3.20473433
8/1/20 0:00,4.092381
9/1/20 0:00,5.12167692
10/1/20 0:00,17.6603737
11/1/20 0:00,63.0136986
12/1/20 0:00,89.1635818
1/1/21 0:00,139.97052
2/1/21 0:00,69.9175034
3/1/21 0:00,74.3970718
4/1/21 0:00,23.7209263
5/1/21 0:00,11.7771425
6/1/21 0:00,10.9223661
7/1/21 0:00,4.31280375
8/1/21 0:00,2.06444287
9/1/21 0:00,12.2331343
10/1/21 0:00,122.101646
11/1/21 0:00,65.4968796
12/1/21 0:00,167.783203
1/1/22 0:00,52.2403259
2/1/22 0:00,39.4993858
3/1/22 0:00,54.4223366
4/1/22 0:00,53.6459007
5/1/22 0:00,15.9169016
6/1/22 0:00,15.1012955
